**** 5 ****
100
12;18;1;2;19
15;2;1;2;37
3;2;1;2;23
4;14;1;2;30
16;4;1;2;13
1;8;1;2;7
20;2;1;2;9
19;10;1;2;20
20;16;1;2;0
15;7;1;2;14
16;10;1;2;11
7;5;1;2;24
16;7;1;2;26
20;10;1;2;39
10;5;1;2;34
16;6;1;2;13
3;17;1;2;14
4;7;1;2;16
4;6;1;2;23
17;13;1;2;1
11;20;1;2;11
14;6;1;2;27
19;13;1;2;33
17;12;1;2;35
8;14;1;2;19
3;9;1;2;36
16;3;1;2;24
3;7;1;2;31
11;10;1;2;8
6;18;1;2;0
8;8;1;2;31
11;14;1;2;8
18;4;1;2;1
3;20;1;2;32
18;7;1;2;37
10;9;1;2;5
18;17;1;2;8
15;19;1;2;14
18;9;1;2;35
6;6;1;2;25
19;13;1;2;4
10;15;1;2;17
19;4;1;2;0
20;7;1;2;11
4;16;1;2;18
2;17;1;2;38
19;7;1;2;14
7;1;1;2;24
13;18;1;2;4
1;15;1;2;10
6;13;1;2;34
10;15;1;2;1
20;13;1;2;24
12;4;1;2;2
4;19;1;2;10
2;12;1;2;18
12;11;1;2;24
19;9;1;2;4
3;2;1;2;13
20;14;1;2;28
2;11;1;2;0
16;12;1;2;26
9;11;1;2;18
6;3;1;2;33
8;18;1;2;24
10;19;1;2;35
9;2;1;2;25
13;20;1;2;34
10;15;1;2;27
3;14;1;2;32
3;7;1;2;2
16;14;1;2;13
2;3;1;2;36
13;8;1;2;30
6;7;1;2;7
10;17;1;2;17
18;17;1;2;10
3;1;1;2;10
9;10;1;2;16
16;5;1;2;1
8;7;1;2;7
2;2;1;2;20
8;16;1;2;34
16;8;1;2;1
6;13;1;2;20
5;15;1;2;28
14;12;1;2;4
4;6;1;2;4
6;15;1;2;26
2;2;1;2;10
3;2;1;2;8
10;3;1;2;22
3;2;1;2;37
17;17;1;2;24
11;2;1;2;8
11;18;1;2;14
19;3;1;2;37
15;7;1;2;23
19;12;1;2;29
17;6;1;2;10

1;1;67;14
2;1;50;82
3;1;44;594
4;1;56;696
5;1;18;798
6;1;6;900
7;1;59;984
8;1;92;1086
9;1;36;1282
10;1;6;1391
*** EOF ***
