**** 44 ****
100
151;60;1;2;239
156;192;1;2;305
80;133;1;2;275
184;119;1;2;67
66;78;1;2;55
59;1;1;2;34
82;49;1;2;395
136;169;1;2;340
185;61;1;2;272
149;176;1;2;133
146;126;1;2;144
186;34;1;2;136
43;113;1;2;268
119;49;1;2;339
138;66;1;2;368
145;77;1;2;168
179;158;1;2;0
175;45;1;2;384
115;29;1;2;397
139;129;1;2;372
24;75;1;2;250
169;12;1;2;283
105;54;1;2;347
125;124;1;2;347
64;13;1;2;213
32;157;1;2;41
200;136;1;2;198
169;62;1;2;394
153;128;1;2;174
150;66;1;2;302
75;42;1;2;328
125;10;1;2;139
8;114;1;2;345
107;190;1;2;68
55;54;1;2;33
20;37;1;2;389
61;37;1;2;276
11;5;1;2;89
5;109;1;2;216
131;11;1;2;34
33;85;1;2;75
162;161;1;2;84
53;168;1;2;149
198;26;1;2;138
19;80;1;2;343
52;51;1;2;380
193;111;1;2;368
22;73;1;2;324
111;29;1;2;232
80;159;1;2;394
114;144;1;2;30
189;57;1;2;190
25;109;1;2;309
174;59;1;2;335
64;77;1;2;166
8;80;1;2;369
188;24;1;2;231
156;45;1;2;304
80;108;1;2;132
64;187;1;2;243
11;52;1;2;186
193;40;1;2;242
184;16;1;2;150
45;189;1;2;160
132;52;1;2;36
51;11;1;2;67
20;198;1;2;291
51;105;1;2;87
107;184;1;2;394
40;200;1;2;132
83;10;1;2;183
69;2;1;2;174
63;137;1;2;189
165;134;1;2;329
126;65;1;2;333
114;67;1;2;143
182;86;1;2;141
25;89;1;2;245
112;195;1;2;381
59;186;1;2;332
191;20;1;2;93
127;40;1;2;46
101;102;1;2;383
43;67;1;2;68
172;192;1;2;284
105;105;1;2;351
49;86;1;2;188
142;62;1;2;28
139;174;1;2;223
72;184;1;2;360
4;126;1;2;380
97;52;1;2;19
96;105;1;2;321
31;99;1;2;139
99;70;1;2;130
183;127;1;2;186
86;127;1;2;72
75;20;1;2;285
55;110;1;2;258
78;182;1;2;193

1;1;37;643
2;1;81;4194
3;1;9;4606
4;1;71;4724
5;1;29;5723
6;1;23;7190
7;1;77;7315
8;1;32;9503
9;1;63;11183
10;1;25;13747
*** EOF ***
