**** 5 ****
100
7;15;1;2;39
4;17;1;2;4
3;15;1;2;0
20;16;1;2;24
14;3;1;2;16
18;11;1;2;16
6;13;1;2;9
4;12;1;2;10
17;18;1;2;37
19;17;1;2;27
16;15;1;2;33
7;18;1;2;29
3;12;1;2;4
15;4;1;2;31
19;9;1;2;5
15;6;1;2;15
4;12;1;2;20
13;15;1;2;23
3;3;1;2;12
12;13;1;2;28
11;20;1;2;34
4;18;1;2;31
6;1;1;2;35
2;15;1;2;18
5;6;1;2;6
10;20;1;2;32
18;15;1;2;15
10;8;1;2;1
13;2;1;2;23
5;6;1;2;7
6;16;1;2;6
20;12;1;2;3
4;17;1;2;3
19;10;1;2;30
9;14;1;2;35
7;3;1;2;26
11;20;1;2;21
6;1;1;2;20
19;13;1;2;33
2;10;1;2;10
9;15;1;2;18
7;6;1;2;9
11;9;1;2;37
14;19;1;2;26
16;7;1;2;39
11;6;1;2;33
10;16;1;2;25
3;14;1;2;25
3;12;1;2;18
8;6;1;2;7
19;6;1;2;13
17;13;1;2;38
18;3;1;2;27
15;8;1;2;37
1;4;1;2;16
12;6;1;2;1
5;15;1;2;16
10;17;1;2;21
16;11;1;2;33
6;11;1;2;18
5;9;1;2;23
18;17;1;2;7
16;14;1;2;29
15;20;1;2;29
13;12;1;2;12
9;3;1;2;29
10;19;1;2;4
18;1;1;2;12
20;8;1;2;35
5;13;1;2;25
15;17;1;2;25
10;14;1;2;21
18;1;1;2;6
7;16;1;2;17
16;20;1;2;8
20;8;1;2;2
10;9;1;2;32
6;18;1;2;12
10;9;1;2;39
17;13;1;2;11
2;7;1;2;39
19;17;1;2;24
12;14;1;2;5
18;12;1;2;32
7;20;1;2;31
15;19;1;2;10
9;20;1;2;18
2;5;1;2;7
14;7;1;2;16
14;3;1;2;28
17;17;1;2;7
9;15;1;2;23
13;7;1;2;28
18;16;1;2;11
2;3;1;2;10
13;9;1;2;29
15;18;1;2;0
5;19;1;2;17
13;4;1;2;3
9;9;1;2;17

1;1;7;279
2;1;9;504
3;1;3;518
4;1;1;743
5;1;6;1058
6;1;4;1182
7;1;8;1263
8;1;6;1292
9;1;8;1546
10;1;1;1667
*** EOF ***
