**** 27 ****
100
19;200;1;2;1480
80;21;1;2;117
165;73;1;2;932
40;113;1;2;961
105;22;1;2;1702
42;126;1;2;1374
115;192;1;2;1064
123;145;1;2;2544
196;45;1;2;1960
196;51;1;2;1215
13;21;1;2;1966
93;100;1;2;1986
162;17;1;2;2410
95;56;1;2;922
56;112;1;2;2143
159;153;1;2;2420
85;20;1;2;1363
149;142;1;2;107
45;89;1;2;152
158;84;1;2;1402
125;48;1;2;1022
91;93;1;2;474
29;54;1;2;2690
39;100;1;2;1097
113;108;1;2;208
56;66;1;2;313
28;102;1;2;1532
191;3;1;2;2425
98;47;1;2;2313
2;156;1;2;1748
156;80;1;2;347
131;170;1;2;2239
5;198;1;2;2245
47;188;1;2;944
96;100;1;2;2651
56;107;1;2;68
169;134;1;2;570
53;124;1;2;2572
30;174;1;2;2970
95;175;1;2;726
43;83;1;2;405
143;13;1;2;1327
182;17;1;2;2124
179;15;1;2;2912
124;110;1;2;1963
175;165;1;2;1070
196;86;1;2;0
166;138;1;2;479
138;168;1;2;2252
60;62;1;2;178
186;57;1;2;1660
192;199;1;2;2072
119;132;1;2;2240
195;63;1;2;2206
59;186;1;2;67
23;112;1;2;2032
45;107;1;2;117
48;72;1;2;2206
127;161;1;2;1725
131;21;1;2;1339
62;158;1;2;147
74;149;1;2;1497
99;19;1;2;1628
91;166;1;2;842
98;24;1;2;2027
165;198;1;2;2539
149;42;1;2;2445
18;90;1;2;2669
177;168;1;2;2781
102;51;1;2;2401
41;64;1;2;2959
188;137;1;2;1859
85;35;1;2;430
66;126;1;2;795
108;175;1;2;570
88;91;1;2;1368
27;40;1;2;1609
24;57;1;2;1650
45;33;1;2;1970
27;87;1;2;2172
28;79;1;2;2435
139;19;1;2;2123
151;103;1;2;2958
181;120;1;2;2235
128;180;1;2;1809
98;67;1;2;2099
66;45;1;2;2490
28;20;1;2;99
30;65;1;2;131
152;91;1;2;2369
124;70;1;2;1448
111;161;1;2;866
35;111;1;2;2120
145;43;1;2;1192
180;122;1;2;1571
141;19;1;2;2989
40;37;1;2;1985
83;16;1;2;1004
182;45;1;2;420
65;197;1;2;2662

1;1;42;17
2;1;36;68
3;1;42;119
4;1;22;170
5;1;23;221
6;1;35;272
7;1;19;323
8;1;21;374
9;1;1;425
10;1;45;476
*** EOF ***
