**** 34 ****
100
14;16;1;2;385
18;2;1;2;111
6;7;1;2;305
4;15;1;2;942
3;6;1;2;307
20;4;1;2;197
13;3;1;2;954
20;2;1;2;63
18;19;1;2;680
19;10;1;2;93
12;15;1;2;768
17;12;1;2;501
1;17;1;2;728
18;13;1;2;362
20;15;1;2;539
19;14;1;2;874
17;18;1;2;957
3;9;1;2;770
7;18;1;2;821
19;16;1;2;450
12;20;1;2;764
12;8;1;2;215
13;8;1;2;824
1;17;1;2;608
15;9;1;2;782
7;7;1;2;828
1;15;1;2;805
10;18;1;2;534
1;16;1;2;683
2;6;1;2;1139
4;17;1;2;558
20;20;1;2;525
7;12;1;2;305
11;5;1;2;553
19;11;1;2;661
14;17;1;2;440
2;10;1;2;934
19;19;1;2;203
13;11;1;2;710
9;4;1;2;735
8;7;1;2;723
18;6;1;2;242
15;13;1;2;994
20;15;1;2;810
14;6;1;2;900
7;19;1;2;109
7;12;1;2;158
14;10;1;2;308
9;15;1;2;131
20;3;1;2;94
7;2;1;2;153
11;19;1;2;718
5;13;1;2;662
11;5;1;2;809
1;10;1;2;214
2;16;1;2;364
11;15;1;2;887
1;8;1;2;1036
1;16;1;2;850
12;7;1;2;164
7;14;1;2;965
20;16;1;2;563
10;20;1;2;188
13;3;1;2;992
2;3;1;2;633
8;4;1;2;620
4;6;1;2;194
11;18;1;2;641
7;19;1;2;469
10;10;1;2;387
6;8;1;2;1132
12;7;1;2;1027
7;9;1;2;1019
15;1;1;2;901
19;14;1;2;635
4;13;1;2;419
5;16;1;2;216
19;6;1;2;1034
13;12;1;2;1132
14;13;1;2;993
1;19;1;2;361
14;2;1;2;939
13;8;1;2;1047
12;15;1;2;147
5;5;1;2;952
1;9;1;2;924
12;13;1;2;779
8;3;1;2;204
14;7;1;2;588
18;20;1;2;732
12;1;1;2;450
5;14;1;2;211
4;6;1;2;931
12;10;1;2;0
19;6;1;2;449
4;6;1;2;729
20;9;1;2;801
20;9;1;2;716
16;2;1;2;762
16;12;1;2;914

1;1;12;48
2;1;9;69
3;1;3;453
4;1;18;677
5;1;4;747
6;1;11;859
7;1;6;1041
8;1;6;1126
9;1;2;1419
10;1;20;1503
*** EOF ***
