**** 29 ****
100
93;145;1;2;2314
44;33;1;2;0
56;28;1;2;10560
34;133;1;2;6454
58;17;1;2;6114
121;11;1;2;14147
85;48;1;2;12218
13;67;1;2;1053
128;5;1;2;2960
18;61;1;2;6065
108;55;1;2;4513
138;98;1;2;10477
148;55;1;2;3717
11;88;1;2;3150
115;47;1;2;11343
129;17;1;2;9351
103;4;1;2;4352
107;16;1;2;2400
100;45;1;2;9573
107;63;1;2;12178
142;20;1;2;12048
21;60;1;2;4339
82;109;1;2;8047
124;120;1;2;4088
148;84;1;2;12793
38;115;1;2;11082
141;67;1;2;5997
141;75;1;2;9480
57;25;1;2;2371
30;33;1;2;1144
62;24;1;2;11126
149;96;1;2;6130
84;27;1;2;13531
74;52;1;2;2051
2;49;1;2;5272
126;86;1;2;807
18;77;1;2;3261
116;119;1;2;9684
78;26;1;2;6880
85;55;1;2;12060
4;18;1;2;2787
145;16;1;2;12076
96;100;1;2;7193
6;23;1;2;6106
87;24;1;2;11507
102;51;1;2;7154
34;121;1;2;1023
131;86;1;2;11717
55;65;1;2;12677
54;150;1;2;13476
138;3;1;2;11584
94;49;1;2;4797
48;145;1;2;11249
79;150;1;2;9569
12;87;1;2;4302
142;90;1;2;8243
110;123;1;2;3055
4;6;1;2;9445
69;112;1;2;7933
8;15;1;2;14226
54;54;1;2;1424
117;148;1;2;9154
97;97;1;2;14130
27;25;1;2;2297
129;88;1;2;2833
58;80;1;2;6760
38;39;1;2;634
138;95;1;2;1968
75;65;1;2;4821
129;124;1;2;2281
31;27;1;2;5949
138;45;1;2;3905
46;44;1;2;8225
97;70;1;2;10936
50;100;1;2;3892
89;59;1;2;12395
21;97;1;2;846
76;84;1;2;13020
37;61;1;2;2257
110;39;1;2;10652
99;121;1;2;8472
141;109;1;2;7299
83;4;1;2;11932
22;2;1;2;4202
38;52;1;2;7929
90;42;1;2;13165
24;63;1;2;12985
147;40;1;2;11360
116;76;1;2;2111
149;87;1;2;8338
58;87;1;2;599
143;78;1;2;8819
24;62;1;2;13651
1;135;1;2;723
98;23;1;2;377
47;14;1;2;737
54;37;1;2;8104
7;86;1;2;9320
43;51;1;2;5437
94;102;1;2;1736

1;1;76;12
2;1;32;163
3;1;97;314
4;1;149;465
5;1;82;616
6;1;39;767
7;1;25;918
8;1;76;1069
9;1;34;1220
10;1;9;1371
*** EOF ***
