input1;0.184853;0.162063;0.106386;0.146793;0.189991;0.170855;0.113955;0.234158;0.238107;0.240659;0.122868;0.237073;0.222169;0.299308;0.178173;0.154101;0.151257;0.141302;0.128726;0.207018
input2;0.204262;0.186887;0.150731;0.16097;0.116247;0.185624;0.176664;0.215796;0.265139;0.162937;0.251402;0.281532;0.179456;0.155303;0.144156;0.131956;0.124441;0.143963;0.159079;0.20673
input3;0.171812;0.11159;0.161344;0.127866;0.149076;0.212509;0.277309;0.21048;0.20196;0.227972;0.0882708;0.18159;0.161341;0.138008;0.189365;0.137723;0.182689;0.170482;0.142474;0.144292
input4;0.240074;0.164279;0.193961;0.15447;0.152844;0.14741;0.307882;0.183369;0.235714;0.141185;0.259571;0.224091;0.353968;0.181807;0.248307;0.150412;0.124551;0.166106;0.205563;0.135092
input5;0.198418;0.151998;0.172124;0.17203;0.146147;0.232468;0.187149;0.148034;0.202032;0.188125;0.23456;0.257452;0.15913;0.149906;0.189461;0.18749;0.176318;0.140861;0.149891;0.220609
input6;0.163895;0.188;0.133756;0.145952;0.11748;0.111543;0.191005;0.210504;0.184715;0.188148;0.123527;0.145496;0.143427;0.175217;0.145036;0.131577;0.152743;0.14709;0.195137;0.173567
input7;0.182939;0.105177;0.148604;0.12481;0.167715;0.129973;0.190276;0.181992;0.125355;0.157413;0.200817;0.208327;0.183956;0.159299;0.150368;0.144428;0.16137;0.165972;0.192099;0.19401
input8;0.142377;0.13677;0.141876;0.144978;0.131356;0.181636;0.220427;0.210841;0.15823;0.191405;0.166133;0.25872;0.101702;0.0863163;0.173193;0.130595;0.187482;0.152882;0.151551;0.150529
input9;0.12195;0.177091;0.119886;0.168209;0.0963446;0.172372;0.202167;0.227901;0.190441;0.0789668;0.189667;0.138999;0.0858919;0.160527;0.108843;0.19327;0.132435;0.154327;0.13456;0.235893
input10;0.148509;0.148603;0.132711;0.116601;0.100308;0.176424;0.21158;0.174586;0.153978;0.111475;0.239182;0.159742;0.164246;0.128399;0.148436;0.129521;0.155541;0.143474;0.1219;0.160598
input11;0.17573;0.184185;0.173634;0.147929;0.164347;0.16544;0.139367;0.13074;0.202447;0.310892;0.357742;0.289087;0.387391;0.343672;0.438661;0.463903;0.496203;0.47605;0.452053;0.50581
input12;0.180438;0.178004;0.190609;0.175782;0.137553;0.107245;0.0859008;0.198257;0.247513;0.240727;0.290214;0.283834;0.39618;0.397464;0.39163;0.317583;0.442985;0.452249;0.416649;0.502357
input13;0.10833;0.192203;0.131889;0.127744;0.144904;0.16621;0.165044;0.139172;0.194597;0.165413;0.266516;0.319603;0.278383;0.38858;0.243984;0.425353;0.462402;0.44908;0.429588;0.477899
input14;0.159241;0.182859;0.149921;0.175778;0.159713;0.176563;0.162146;0.169853;0.187344;0.304084;0.316207;0.283719;0.365122;0.416979;0.397666;0.338707;0.415753;0.390088;0.413265;0.462971
input15;0.17188;0.144296;0.144543;0.128229;0.137489;0.160845;0.132654;0.139016;0.177461;0.218883;0.329271;0.330353;0.358872;0.376234;0.389717;0.434231;0.372598;0.433793;0.454401;0.460566
input16;0.186893;0.155937;0.197651;0.206736;0.198906;0.254603;0.19522;0.318105;0.28594;0.245455;0.330366;0.211433;0.336094;0.136843;0.410439;0.231154;0.413667;0.190377;0.340316;0.393859
input17;0.198607;0.233013;0.203616;0.187134;0.187778;0.208094;0.275207;0.293622;0.171265;0.280322;0.398287;0.423748;0.434362;0.398858;0.171654;0.199025;0.260981;0.213945;0.381884;0.372291
input18;0.198032;0.186987;0.167095;0.176711;0.233987;0.225539;0.246452;0.251079;0.388329;0.272282;0.393999;0.179123;0.313143;0.375692;0.392275;0.255672;0.219226;0.169768;0.240058;0.218585
input19;0.205747;0.200709;0.225359;0.138344;0.184351;0.200576;0.269535;0.260272;0.321103;0.29232;0.382423;0.322652;0.322479;0.146174;0.396708;0.221811;0.243262;0.365526;0.166855;0.240919
input20;0.201309;0.150728;0.168832;0.136562;0.19815;0.239867;0.216935;0.324476;0.31313;0.362926;0.212981;0.297022;0.163824;0.181238;0.20549;0.182713;0.205248;0.269277;0.180746;0.243986
input21;0.166228;0.212042;0.178234;0.0899828;0.110551;0.102747;0.0757822;0.0919945;0.0630087;0.10665;0.103029;0.104347;0.0431027;0.127917;0.100134;0.0732942;0.134674;0.0984144;0.0555834;0.0734507
input22;0.223903;0.145589;0.108847;0.0869419;0.0554334;0.0831083;0.0821452;0.0718113;0.109888;0.0863596;0.102249;0.0603432;0.0540701;0.0572901;0.0482057;0.0805781;0.0513891;0.0743033;0.130806;0.0867162
input23;0.0995483;0.0954432;0.10792;0.0839614;0.0750562;0.0746616;0.133315;0.10637;0.0886822;0.081731;0.073481;0.0813407;0.0340554;0.030594;0.0442066;0.0298478;0.101325;0.0770383;0.116934;0.118096
input24;0.0866417;0.148986;0.105658;0.0808705;0.17293;0.106404;0.0523769;0.0780919;0.107142;0.032812;0.113477;0.0917228;0.113179;0.0461087;0.0259178;0.096787;0.0768204;0.0820934;0.0609931;0.0717453
input25;0.158527;0.133395;0.116677;0.152982;0.119331;0.0877194;0.0983323;0.0722668;0.057246;0.0893629;0.0447293;0.0507288;0.036942;0.0587212;0.0505962;0.0617536;0.0978125;0.0153043;0.110486;0.165329
input26;0.168483;0.166193;0.165209;0.19656;0.191418;0.145387;0.192904;0.310863;0.33952;0.342167;0.398236;0.383456;0.40144;0.42875;0.437591;0.367595;0.448207;0.429949;0.403157;0.424612
input27;0.211079;0.20851;0.194318;0.16243;0.181952;0.170208;0.292531;0.230884;0.316074;0.374769;0.40576;0.399163;0.42783;0.416348;0.445238;0.476575;0.453297;0.453682;0.400757;0.40805
input28;0.208107;0.172126;0.165296;0.158833;0.190567;0.18352;0.177411;0.260676;0.220065;0.362296;0.40217;0.320447;0.41959;0.417475;0.421976;0.40336;0.443858;0.432423;0.389264;0.447461
input29;0.191111;0.22402;0.203241;0.15528;0.210758;0.166016;0.180917;0.327378;0.311563;0.371757;0.422159;0.41783;0.401187;0.437895;0.401898;0.467912;0.431176;0.455556;0.408116;0.374854
input30;0.190492;0.206404;0.152296;0.189671;0.15426;0.155732;0.180225;0.25922;0.333033;0.291674;0.36382;0.380896;0.456909;0.425689;0.467782;0.428837;0.41542;0.400102;0.402787;0.409398
