**** 41 ****
100
25;49;1;2;183
81;163;1;2;354
21;174;1;2;58
199;122;1;2;280
33;137;1;2;112
121;178;1;2;107
82;159;1;2;188
112;155;1;2;388
63;191;1;2;7
159;50;1;2;241
70;74;1;2;89
53;155;1;2;203
159;175;1;2;329
17;126;1;2;50
50;158;1;2;339
114;31;1;2;316
21;64;1;2;26
9;175;1;2;180
198;38;1;2;323
157;148;1;2;172
150;17;1;2;246
191;21;1;2;0
195;179;1;2;326
76;148;1;2;203
126;197;1;2;113
65;110;1;2;343
133;82;1;2;206
159;42;1;2;380
92;39;1;2;369
167;195;1;2;317
139;144;1;2;285
137;135;1;2;106
137;81;1;2;36
16;156;1;2;183
171;33;1;2;331
84;50;1;2;192
27;134;1;2;273
33;45;1;2;315
166;88;1;2;305
87;54;1;2;252
156;192;1;2;347
194;129;1;2;233
100;17;1;2;65
88;184;1;2;220
24;155;1;2;205
155;38;1;2;54
148;17;1;2;339
173;1;1;2;383
40;118;1;2;270
146;5;1;2;323
198;112;1;2;267
97;105;1;2;347
131;156;1;2;163
196;44;1;2;299
169;67;1;2;253
174;21;1;2;42
180;120;1;2;10
71;93;1;2;11
55;132;1;2;280
77;29;1;2;84
1;178;1;2;348
20;75;1;2;252
167;5;1;2;208
130;152;1;2;203
29;120;1;2;69
34;45;1;2;41
29;176;1;2;361
39;47;1;2;5
2;53;1;2;88
83;129;1;2;117
167;129;1;2;246
67;148;1;2;120
120;114;1;2;276
80;196;1;2;28
83;176;1;2;347
104;162;1;2;192
145;190;1;2;319
106;28;1;2;365
63;30;1;2;217
152;112;1;2;146
21;30;1;2;26
67;97;1;2;126
140;168;1;2;391
16;199;1;2;138
44;33;1;2;114
192;136;1;2;75
136;80;1;2;16
55;138;1;2;395
173;152;1;2;24
142;103;1;2;287
88;75;1;2;69
67;94;1;2;117
193;33;1;2;236
136;48;1;2;234
75;92;1;2;266
189;35;1;2;1
16;122;1;2;232
32;128;1;2;169
27;100;1;2;121
4;42;1;2;175

1;1;81;447
2;1;17;684
3;1;56;845
4;1;79;1031
5;1;12;6807
6;1;91;8985
7;1;1;9455
8;1;69;9526
9;1;48;11551
10;1;8;13226
*** EOF ***
